descreveExamePK,dataPK,hospitalPK,idadePK,quantidadeExames
21745,20140713,460,69,5
21746,20140714,461,68,3
21747,20140715,462,67,5
21748,20140716,463,66,10
21749,20140717,464,64,10
21750,20140718,465,63,7
21751,20140719,466,62,7
21752,20140720,467,61,9
21753,20140721,468,61,9
21754,20140722,469,60,10
21755,20140723,470,59,8
21756,20140724,471,58,5
21757,20140725,472,57,1
21758,20140726,473,56,8
21759,20140727,474,55,6
21760,20140728,475,54,2
21761,20140729,476,52,3
21762,20140730,477,51,7
21763,20140731,478,50,5
21764,20140801,479,49,10
21765,20140802,480,49,8
21766,20140803,481,48,7
21767,20140804,482,47,2
21768,20140805,483,46,7
21769,20140806,484,45,2
21770,20140807,485,44,4
21771,20140808,486,43,6
21772,20140809,487,41,9
21773,20140810,488,40,2
21774,20140811,489,39,9
21775,20140812,490,38,2
21776,20140813,491,37,2
21777,20140814,492,37,1
21778,20140815,493,36,9
21779,20140816,494,35,4
21780,20140817,495,34,7
21781,20140818,496,33,10
21782,20140819,497,32,1
21783,20140820,498,31,2
21784,20140821,499,30,6
21785,20140822,500,28,1
21786,20140823,501,27,2
21787,20140824,502,26,6
21788,20140825,503,25,2
21789,20140826,504,25,10
21790,20140827,505,24,9
21791,20140828,506,23,1
21792,20140829,507,22,3
21793,20140830,508,21,3
21794,20140831,509,20,9
21795,20140901,510,19,10
21796,20140902,511,18,6
21797,20140903,512,16,5
21798,20140904,513,15,3
21799,20140905,514,14,4
21800,20140906,515,13,9
21801,20140907,516,13,6
21802,20140908,517,12,8
21803,20140909,518,11,3
21804,20140910,519,10,5
21805,20140911,520,9,2
21806,20140912,521,8,4
21807,20140913,522,7,7
21808,20140914,523,6,4
21809,20140915,524,4,3
21810,20140916,525,3,6
21811,20140917,526,2,8
21812,20140918,527,1,9
21813,20140919,528,1,5
21814,20140920,529,0,2
21815,20140921,530,120,4
21816,20140922,531,119,4
21817,20140923,532,118,9
21818,20140924,533,117,3
21819,20140925,534,116,3
21820,20140926,535,115,3
21821,20140927,536,113,7
21822,20140928,537,112,7
21823,20140929,538,111,8
21824,20140930,539,110,10
21825,20141001,540,110,5
21826,20141002,541,109,10
21827,20141003,542,108,6
21828,20141004,543,107,4
21829,20141005,544,106,9
21830,20141006,545,105,1
21831,20141007,546,104,8
21832,20141008,547,102,6
21833,20141009,548,101,3
21834,20141010,549,100,7
21835,20141011,550,99,8
21836,20141012,551,98,9
21837,20141013,552,98,8
21838,20141014,553,97,10
21839,20141015,554,96,1
21840,20141016,555,95,4
21841,20141017,556,94,9
21842,20141018,557,93,10
21843,20141019,558,92,5
21844,20141020,559,91,4
21845,20141021,560,89,3
21846,20141022,561,88,9
21847,20141023,562,87,7
21848,20141024,563,86,3
21849,20141025,564,86,6
21850,20141026,565,85,9
21851,20141027,566,84,2
21852,20141028,567,83,4
21853,20141029,568,82,2
21854,20141030,569,81,7
21855,20141031,570,80,1
21856,20141101,571,79,1
21857,20141102,572,77,3
21858,20141103,573,76,2
21859,20141104,574,75,1
21860,20141105,575,74,2
21861,20141106,576,74,4
21862,20141107,577,73,7
21863,20141108,578,72,1
21864,20141109,579,71,6
21865,20141110,580,70,9
21866,20141111,581,69,3
21867,20141112,582,68,7
21868,20141113,583,67,3
21869,20141114,584,65,7
21870,20141115,585,64,5
21871,20141116,586,63,5
21872,20141117,587,62,8
21873,20141118,588,62,7
21874,20141119,589,61,4
21875,20141120,590,60,1
21876,20141121,591,59,3
21877,20141122,592,58,7
21878,20141123,593,57,2
21879,20141124,594,56,7
21880,20141125,595,55,4
21881,20141126,596,53,10
21882,20141127,597,52,3
21883,20141128,598,51,10
21884,20141129,599,50,3
21885,20141130,600,50,1
21886,20141201,601,49,1
21887,20141202,602,48,8
21888,20141203,603,47,10
21889,20141204,604,46,7
21890,20141205,605,45,1
21891,20141206,606,44,7
21892,20141207,607,42,10
21893,20141208,608,41,4
21894,20141209,609,40,1
21895,20141210,610,39,1
21896,20141211,611,38,8
21897,20141212,612,38,6
21898,20141213,613,37,4
21899,20141214,614,36,10
21900,20141215,615,35,1
21901,20141216,616,34,7
21902,20141217,617,33,10
21903,20141218,618,32,1
21904,20141219,619,31,8
21905,20141220,620,29,7
21906,20141221,621,28,6
21907,20141222,622,27,7
21908,20141223,623,26,7
21909,20141224,624,26,6
21910,20141225,625,25,8
21911,20141226,626,24,6
21912,20141227,627,23,3
21913,20141228,628,22,3
21914,20141229,629,21,9
21915,20141230,630,20,2
21916,20141231,631,19,2
21917,20150101,632,17,6
21918,20150102,633,16,1
21919,20150103,634,15,1
21920,20150104,635,14,2
21921,20150105,636,14,4
21922,20150106,637,13,7
21923,20150107,638,12,10
21924,20150108,639,11,5
21925,20150109,640,10,6
21926,20150110,641,9,7
21927,20150111,642,8,5
21928,20150112,643,7,3
21929,20150113,644,5,4
21930,20150114,645,4,9
21931,20150115,1,3,1
21932,20150116,2,2,1
21933,20150117,3,2,6
21934,20150118,4,1,5
21935,20150119,5,0,4
21936,20150120,6,120,10
21937,20150121,7,119,2
21938,20150122,8,118,1
21939,20150123,9,117,5
21940,20150124,10,116,4
21941,20150125,11,114,5
21942,20150126,12,113,2
21943,20150127,13,112,9
21944,20150128,14,111,8
21945,20150129,15,111,5
21946,20150130,16,110,2
21947,20150131,17,109,2
21948,20150201,18,108,6
21949,20150202,19,107,5
21950,20150203,20,106,4
21951,20150204,21,105,9
21952,20150205,22,103,4
21953,20150206,23,102,4
21954,20150207,24,101,10
21955,20150208,25,100,7
21956,20150209,26,99,3
21957,20150210,27,99,1
21958,20150211,28,98,5
21959,20150212,29,97,5
21960,20150213,30,96,2
21961,20150214,31,95,4
21962,20150215,32,94,4
21963,20150216,33,93,7
21964,20150217,34,92,8
21965,20150218,35,90,7
21966,20150219,36,89,6
21967,20150220,37,88,2
21968,20150221,38,87,10
21969,20150222,39,87,8
21970,20150223,40,86,7
21971,20150224,41,85,3
21972,20150225,42,84,5
21973,20150226,43,83,7
21974,20150227,44,82,5
21975,20150228,45,81,8
21976,20150301,46,80,6
21977,20150302,47,78,2
21978,20150303,48,77,8
21979,20150304,49,76,8
21980,20150305,50,75,6
21981,20150306,51,75,2
21982,20150307,52,74,8
21983,20150308,53,73,4
21984,20150309,54,72,9
21985,20150310,55,71,6
21986,20150311,56,70,1
21987,20150312,57,69,10
21988,20150313,58,68,10
21989,20150314,59,66,9
21990,20150315,60,65,4
21991,20150316,61,64,1
21992,20150317,62,63,7
21993,20150318,63,63,2
21994,20150319,64,62,4
21995,20150320,65,61,5
21996,20150321,66,60,4
21997,20150322,67,59,8
21998,20150323,68,58,7
21999,20150324,69,57,5
22000,20150325,70,56,7
22001,20150326,71,54,10
22002,20150327,72,53,4
22003,20150328,73,52,1
22004,20150329,74,51,4
22005,20150330,75,51,10
22006,20150331,76,50,3
22007,20150401,77,49,4
22008,20150402,78,48,1
22009,20150403,79,47,10
22010,20150404,80,46,8
22011,20150405,81,45,6
22012,20150406,82,43,3
22013,20150407,83,42,9
22014,20150408,84,41,5
22015,20150409,85,40,7
22016,20150410,86,39,5
22017,20150411,87,39,2
22018,20150412,88,38,2
22019,20150413,89,37,7
22020,20150414,90,36,8
22021,20150415,91,35,4
22022,20150416,92,34,3
22023,20150417,93,33,7
22024,20150418,94,32,6
22025,20150419,95,30,5
22026,20150420,96,29,5
22027,20150421,97,28,9
22028,20150422,98,27,3
22029,20150423,99,27,3
22030,20150424,100,26,8
22031,20150425,101,25,5
22032,20150426,102,24,1
22033,20150427,103,23,2
22034,20150428,104,22,6
22035,20150429,105,21,2
22036,20150430,106,20,8
22037,20150501,107,18,1
22038,20150502,108,17,1
22039,20150503,109,16,5
22040,20150504,110,15,4
22041,20150505,111,15,3
22042,20150506,112,14,8
22043,20150507,113,13,8
22044,20150508,114,12,9
22045,20150509,115,11,2
22046,20150510,116,10,4
22047,20150511,117,9,5
22048,20150512,118,8,5
22049,20150513,119,6,1
22050,20150514,120,5,10
22051,20150515,121,4,10
22052,20150516,122,3,8
22053,20150517,123,3,3
22054,20150518,124,2,4
22055,20150519,125,1,1
22056,20150520,126,0,10
22057,20150521,127,120,2
22058,20150522,128,119,6
22059,20150523,129,118,5
22060,20150524,130,117,10
22061,20150525,131,115,1
22062,20150526,132,114,5
22063,20150527,133,113,4
22064,20150528,134,112,5
22065,20150529,135,112,10
22066,20150530,136,111,5
22067,20150531,137,110,3
22068,20150601,138,109,7
22069,20150602,139,108,6
22070,20150603,140,107,3
22071,20150604,141,106,2
22072,20150605,142,104,9
22073,20150606,143,103,9
22074,20150607,144,102,4
22075,20150608,145,101,6
22076,20150609,146,100,2
22077,20150610,147,100,10
22078,20150611,148,99,3
22079,20150612,149,98,2
22080,20150613,150,97,3
22081,20150614,151,96,1
22082,20150615,152,95,2
22083,20150616,153,94,4
22084,20150617,154,93,1
22085,20150618,155,91,4
22086,20150619,156,90,10
22087,20150620,157,89,3
22088,20150621,158,88,10
22089,20150622,159,88,9
22090,20150623,160,87,3
22091,20150624,161,86,8
22092,20150625,162,85,4
22093,20150626,163,84,1
22094,20150627,164,83,3
22095,20150628,165,82,8
22096,20150629,166,81,5
22097,20150630,167,79,4
22098,20150701,168,78,2
22099,20150702,169,77,6
22100,20150703,170,76,9
22101,20150704,171,76,7
22102,20150705,172,75,10
22103,20150706,173,74,3
22104,20150707,174,73,3
22105,20150708,175,72,3
22106,20150709,176,71,6
22107,20150710,177,70,7
22108,20150711,178,69,2
22109,20150712,179,67,6
22110,20150713,180,66,6
22111,20150714,181,65,6
22112,20150715,182,64,7
22113,20150716,183,64,4
22114,20150717,184,63,7
22115,20150718,185,62,7
22116,20150719,186,61,7
22117,20150720,187,60,6
22118,20150721,188,59,8
22119,20150722,189,58,1
22120,20150723,190,57,7
22121,20150724,191,55,4
22122,20150725,192,54,8
22123,20150726,193,53,1
22124,20150727,194,52,1
22125,20150728,195,52,2
22126,20150729,196,51,2
22127,20150730,197,50,1
22128,20150731,198,49,4
22129,20150801,199,48,1
22130,20150802,200,47,9
22131,20150803,201,46,8
22132,20150804,202,44,4
22133,20150805,203,43,1
22134,20150806,204,42,9
22135,20150807,205,41,8
22136,20150808,206,40,10
22137,20150809,207,40,3
22138,20150810,208,39,5
22139,20150811,209,38,1
22140,20150812,210,37,8
22141,20150813,211,36,1
22142,20150814,212,35,5
22143,20150815,213,34,3
22144,20150816,214,33,1
22145,20150817,215,31,8
22146,20150818,216,30,2
22147,20150819,217,29,2
22148,20150820,218,28,1
22149,20150821,219,28,2
22150,20150822,220,27,3
22151,20150823,221,26,7
22152,20150824,222,25,2
22153,20150825,223,24,2
22154,20150826,224,23,4
22155,20150827,225,22,1
22156,20150828,226,21,6
22157,20150829,227,19,10
22158,20150830,228,18,7
22159,20150831,229,17,9
22160,20150901,230,16,4
22161,20150902,231,16,3
22162,20150903,232,15,5
22163,20150904,233,14,7
22164,20150905,234,13,10
22165,20150906,235,12,3
22166,20150907,236,11,9
22167,20150908,237,10,6
22168,20150909,238,9,4
22169,20150910,239,7,3
22170,20150911,240,6,3
22171,20150912,241,5,5
22172,20150913,242,4,5
22173,20150914,243,4,8
22174,20150915,244,3,2
22175,20150916,245,2,3
22176,20150917,246,1,3
22177,20150918,247,0,4
22178,20150919,248,120,10
22179,20150920,249,119,7
22180,20150921,250,118,5
22181,20150922,251,116,5
22182,20150923,252,115,7
22183,20150924,253,114,7
22184,20150925,254,113,1
22185,20150926,255,113,4
22186,20150927,256,112,4
22187,20150928,257,111,8
22188,20150929,258,110,10
22189,20150930,259,109,6
22190,20151001,260,108,7
22191,20151002,261,107,7
22192,20151003,262,105,3
22193,20151004,263,104,7
22194,20151005,264,103,3
22195,20151006,265,102,9
22196,20151007,266,101,2
22197,20151008,267,101,8
22198,20151009,268,100,1
22199,20151010,269,99,9
22200,20151011,270,98,6
22201,20151012,271,97,4
22202,20151013,272,96,5
22203,20151014,273,95,8
22204,20151015,274,94,5
22205,20151016,275,92,9
22206,20151017,276,91,10
22207,20151018,277,90,2
22208,20151019,278,89,6
22209,20151020,279,89,6
22210,20151021,280,88,8
22211,20151022,281,87,3
22212,20151023,282,86,9
22213,20151024,283,85,6
22214,20151025,284,84,5
22215,20151026,285,83,10
22216,20151027,286,82,1
22217,20151028,287,80,3
22218,20151029,288,79,8
22219,20151030,289,78,6
22220,20151031,290,77,5
22221,20151101,291,77,9
22222,20151102,292,76,10
22223,20151103,293,75,6
22224,20151104,294,74,10
22225,20151105,295,73,7
22226,20151106,296,72,3
22227,20151107,297,71,8
22228,20151108,298,70,5
22229,20151109,299,68,5
22230,20151110,300,67,1
22231,20151111,301,66,3
22232,20151112,302,65,9
22233,20151113,303,65,10
22234,20151114,304,64,4
22235,20151115,305,63,8
22236,20151116,306,62,9
22237,20151117,307,61,9
22238,20151118,308,60,8
22239,20151119,309,59,2
22240,20151120,310,58,6
22241,20151121,311,56,1
22242,20151122,312,55,10
22243,20151123,313,54,7
22244,20151124,314,53,10
22245,20151125,315,53,5
22246,20151126,316,52,4
22247,20151127,317,51,5
22248,20151128,318,50,1
22249,20151129,319,49,1
22250,20151130,320,48,9
22251,20151201,321,47,9
22252,20151202,322,45,5
22253,20151203,323,44,1
22254,20151204,324,43,10
22255,20151205,325,42,9
22256,20151206,326,41,3
22257,20151207,327,41,3
22258,20151208,328,40,2
22259,20151209,329,39,1
22260,20151210,330,38,4
22261,20151211,331,37,3
22262,20151212,332,36,1
22263,20151213,333,35,4
22264,20151214,334,34,8
22265,20151215,335,32,3
22266,20151216,336,31,4
22267,20151217,337,30,8
22268,20151218,338,29,7
22269,20151219,339,29,7
22270,20151220,340,28,1
22271,20151221,341,27,6
22272,20151222,342,26,9
22273,20151223,343,25,1
22274,20151224,344,24,4
22275,20151225,345,23,2
22276,20151226,346,22,10
22277,20151227,347,20,3
22278,20151228,348,19,5
22279,20151229,349,18,10
22280,20151230,350,17,9
22281,20151231,351,17,8
22282,20160101,352,16,9
22283,20160102,353,15,9
22284,20160103,354,14,9
22285,20160104,355,13,7
22286,20160105,356,12,5
22287,20160106,357,11,8
22288,20160107,358,10,8
22289,20160108,359,8,8
22290,20160109,360,7,3
22291,20160110,361,6,2
22292,20160111,362,5,1
22293,20160112,363,5,9
22294,20160113,364,4,10
22295,20160114,365,3,4
22296,20160115,366,2,6
22297,20160116,367,1,6
22298,20160117,368,0,7
22299,20160118,369,120,1
22300,20160119,370,119,8
22301,20160120,371,117,2
22302,20160121,372,116,9
22303,20160122,373,115,8
22304,20160123,374,114,3
22305,20160124,375,114,2
22306,20160125,376,113,4
22307,20160126,377,112,1
22308,20160127,378,111,2
22309,20160128,379,110,1
22310,20160129,380,109,4
22311,20160130,381,108,8
22312,20160131,382,106,7
22313,20160201,383,105,7
22314,20160202,384,104,6
22315,20160203,385,103,8
22316,20160204,386,102,5
22317,20160205,387,102,5
22318,20160206,388,101,9
22319,20160207,389,100,5
22320,20160208,390,99,3
22321,20160209,391,98,4
22322,20160210,392,97,3
22323,20160211,393,96,3
22324,20160212,394,95,10
22325,20160213,395,93,2
22326,20160214,396,92,6
22327,20160215,397,91,4
22328,20160216,398,90,3
22329,20160217,399,90,3
22330,20160218,400,89,9
22331,20160219,401,88,10
22332,20160220,402,87,4
22333,20160221,403,86,5
22334,20160222,404,85,2
22335,20160223,405,84,10
22336,20160224,406,83,6
22337,20160225,407,81,1
22338,20160226,408,80,3
22339,20160227,409,79,9
22340,20160228,410,78,3
22341,20160229,411,78,10
22342,20160301,412,77,6
22343,20160302,413,76,4
22344,20160303,414,75,4
22345,20160304,415,74,5
22346,20160305,416,73,8
22347,20160306,417,72,6
22348,20160307,418,71,1
22349,20160308,419,69,7
22350,20160309,420,68,7
22351,20160310,421,67,5
22352,20160311,422,66,3
22353,20160312,423,66,1
22354,20160313,424,65,9
22355,20160314,425,64,7
22356,20160315,426,63,2
22357,20160316,427,62,2
22358,20160317,428,61,8
22359,20160318,429,60,10
22360,20160319,430,59,4
22361,20160320,431,57,5
22362,20160321,432,56,1
22363,20160322,433,55,5
22364,20160323,434,54,3
22365,20160324,435,54,9
22366,20160325,436,53,4
22367,20160326,437,52,3
22368,20160327,438,51,8
22369,20160328,439,50,1
22370,20160329,440,49,5
22371,20160330,441,48,5
22372,20160331,442,46,10
22373,20160401,443,45,7
22374,20160402,444,44,3
22375,20160403,445,43,3
22376,20160404,446,42,10
22377,20160405,447,42,6
22378,20160406,448,41,8
22379,20160407,449,40,1
22380,20160408,450,39,5
22381,20160409,451,38,2
22382,20160410,452,37,6
22383,20160411,453,36,7
22384,20160412,454,35,1
22385,20160413,455,33,10
22386,20160414,456,32,3
22387,20160415,457,31,7
22388,20160416,458,30,5
22389,20160417,459,30,7
22390,20160418,460,29,9
22391,20160419,461,28,6
22392,20160420,462,27,6
22393,20160421,463,26,1
22394,20160422,464,25,4
22395,20160423,465,24,2
22396,20160424,466,23,10
22397,20160425,467,21,4
22398,20160426,468,20,2
22399,20160427,469,19,9
22400,20160428,470,18,10
22401,20160429,471,18,5
22402,20160430,472,17,2
22403,20160501,473,16,4
22404,20160502,474,15,5
22405,20160503,475,14,7
22406,20160504,476,13,2
22407,20160505,477,12,9
22408,20160506,478,11,5
22409,20160507,479,9,4
22410,20160508,480,8,10
22411,20160509,481,7,1
22412,20160510,482,6,8
22413,20160511,483,6,7
22414,20160512,484,5,6
22415,20160513,485,4,7
22416,20160514,486,3,10
22417,20160515,487,2,6
22418,20160516,488,1,7
22419,20160517,489,0,8
22420,20160518,490,120,5
22421,20160519,491,118,6
22422,20160520,492,117,3
22423,20160521,493,116,1
22424,20160522,494,115,7
22425,20160523,495,115,10
22426,20160524,496,114,10
22427,20160525,497,113,4
22428,20160526,498,112,10
22429,20160527,499,111,1
22430,20160528,500,110,7
22431,20160529,501,109,8
22432,20160530,502,107,8
22433,20160531,503,106,6
22434,20160601,504,105,10
22435,20160602,505,104,1
22436,20160603,506,103,6
22437,20160604,507,103,5
22438,20160605,508,102,5
22439,20160606,509,101,4
22440,20160607,510,100,7
22441,20160608,511,99,3
22442,20160609,512,98,8
22443,20160610,513,97,1
22444,20160611,514,96,10
22445,20160612,515,94,7
22446,20160613,516,93,6
22447,20160614,517,92,3
22448,20160615,518,91,7
22449,20160616,519,91,4
22450,20160617,520,90,4
22451,20160618,521,89,5
22452,20160619,522,88,5
22453,20160620,523,87,7
22454,20160621,524,86,6
22455,20160622,525,85,9
22456,20160623,526,84,5
22457,20160624,527,82,5
22458,20160625,528,81,9
22459,20160626,529,80,3
22460,20160627,530,79,9
22461,20160628,531,79,1
22462,20160629,532,78,7
22463,20160630,533,77,6
22464,20160701,534,76,8
22465,20160702,535,75,2
22466,20160703,536,74,9
22467,20160704,537,73,5
22468,20160705,538,72,6
22469,20160706,539,70,5
22470,20160707,540,69,6
22471,20160708,541,68,4
22472,20160709,542,67,4
22473,20160710,543,67,2
22474,20160711,544,66,4
22475,20160712,545,65,2
22476,20160713,546,64,1
22477,20160714,547,63,3
22478,20160715,548,62,10
22479,20160716,549,61,9
22480,20160717,550,60,8
22481,20160718,551,58,1
22482,20160719,552,57,1
22483,20160720,553,56,3
22484,20160721,554,55,5
22485,20160722,555,55,1
22486,20160723,556,54,3
22487,20160724,557,53,9
22488,20160725,558,52,8
22489,20160726,559,51,3
22490,20160727,560,50,5
22491,20160728,561,49,7
22492,20160729,562,47,5
22493,20160730,563,46,2
22494,20160731,564,45,3
22495,20160801,565,44,10
22496,20160802,566,43,2
22497,20160803,567,43,6
22498,20160804,568,42,6
22499,20160805,569,41,10
22500,20160806,570,40,4
22501,20160807,571,39,1
22502,20160808,572,38,7
22503,20160809,573,37,5
22504,20160810,574,36,2
22505,20160811,575,34,1
22506,20160812,576,33,8
22507,20160813,577,32,10
22508,20160814,578,31,3
22509,20160815,579,31,2
22510,20160816,580,30,8
22511,20160817,581,29,6
22512,20160818,582,28,8
22513,20160819,583,27,10
22514,20160820,584,26,6
22515,20160821,585,25,6
22516,20160822,586,24,5
22517,20160823,587,22,9
22518,20160824,588,21,5
22519,20160825,589,20,2
22520,20160826,590,19,4
22521,20160827,591,19,6
22522,20160828,592,18,6
22523,20160829,593,17,1
22524,20160830,594,16,2
22525,20160831,595,15,2
22526,20160901,596,14,8
22527,20160902,597,13,6
22528,20160903,598,12,1
22529,20160904,599,10,2
22530,20160905,600,9,1
22531,20160906,601,8,2
22532,20160907,602,7,5
22533,20160908,603,7,8
22534,20160909,604,6,7
22535,20160910,605,5,10
22536,20160911,606,4,1
22537,20160912,607,3,5
22538,20160913,608,2,4
22539,20160914,609,1,7
22540,20160915,610,0,4
22541,20160916,611,119,1
22542,20160917,612,118,6
22543,20160918,613,117,7
22544,20160919,614,116,10
22545,20160920,615,116,2
22546,20160921,616,115,5
22547,20160922,617,114,4
22548,20160923,618,113,9
22549,20160924,619,112,9
22550,20160925,620,111,8
22551,20160926,621,110,4
22552,20160927,622,108,10
22553,20160928,623,107,1
22554,20160929,624,106,1
22555,20160930,625,105,8
22556,20161001,626,104,6
22557,20161002,627,104,4
22558,20161003,628,103,4
22559,20161004,629,102,4
22560,20161005,630,101,8
22561,20161006,631,100,1
22562,20161007,632,99,3
22563,20161008,633,98,1
22564,20161009,634,97,1
22565,20161010,635,95,10
22566,20161011,636,94,7
22567,20161012,637,93,1
22568,20161013,638,92,3
22569,20161014,639,92,3
22570,20161015,640,91,6
22571,20161016,641,90,1
22572,20161017,642,89,2
22573,20161018,643,88,7
22574,20161019,644,87,1
22575,20161020,645,86,1
22576,20161021,1,85,7
22577,20161022,2,83,9
22578,20161023,3,82,4
22579,20161024,4,81,4
22580,20161025,5,80,2
22581,20161026,6,80,5
22582,20161027,7,79,5
22583,20161028,8,78,7
22584,20161029,9,77,8
22585,20161030,10,76,8
22586,20161031,11,75,3
22587,20161101,12,74,3
22588,20161102,13,73,5
22589,20161103,14,71,6
22590,20161104,15,70,7
22591,20161105,16,69,2
22592,20161106,17,68,3
22593,20161107,18,68,10
22594,20161108,19,67,9
22595,20161109,20,66,5
22596,20161110,21,65,3
22597,20161111,22,64,10
22598,20161112,23,63,4
22599,20161113,24,62,3
22600,20161114,25,61,4
22601,20161115,26,59,8
22602,20161116,27,58,7
22603,20161117,28,57,5
22604,20161118,29,56,8
22605,20161119,30,56,3
22606,20161120,31,55,5
22607,20161121,32,54,10
22608,20161122,33,53,1
22609,20161123,34,52,5
22610,20161124,35,51,1
22611,20161125,36,50,4
22612,20161126,37,48,2
22613,20161127,38,47,6
22614,20161128,39,46,2
22615,20161129,40,45,3
22616,20161130,41,44,6
22617,20161201,42,44,9
22618,20161202,43,43,7
22619,20161203,44,42,10
22620,20161204,45,41,5
22621,20161205,46,40,3
22622,20161206,47,39,6
22623,20161207,48,38,6
22624,20161208,49,37,2
22625,20161209,50,35,9
22626,20161210,51,34,8
22627,20161211,52,33,6
22628,20161212,53,32,4
22629,20161213,54,32,10
22630,20161214,55,31,4
22631,20161215,56,30,7
22632,20161216,57,29,8
22633,20161217,58,28,3
22634,20161218,59,27,1
22635,20161219,60,26,2
22636,20161220,61,25,10
22637,20161221,62,23,9
22638,20161222,63,22,5
22639,20161223,64,21,10
22640,20161224,65,20,3
22641,20161225,66,20,4
22642,20161226,67,19,10
22643,20161227,68,18,7
22644,20161228,69,17,3
22645,20161229,70,16,9
22646,20161230,71,15,7
22647,20161231,72,14,10
22648,20170101,73,13,9
22649,20170102,74,11,1
22650,20170103,75,10,3
22651,20170104,76,9,1
22652,20170105,77,8,8
22653,20170106,78,8,10
22654,20170107,79,7,5
22655,20170108,80,6,6
22656,20170109,81,5,10
22657,20170110,82,4,8
22658,20170111,83,3,8
22659,20170112,84,2,8
22660,20170113,85,1,3
22661,20170114,86,0,2
22662,20170115,87,119,8
22663,20170116,88,118,8
22664,20170117,89,117,7
22665,20170118,90,117,6
22666,20170119,91,116,10
22667,20170120,92,115,8
22668,20170121,93,114,9
22669,20170122,94,113,2
22670,20170123,95,112,4
22671,20170124,96,111,5
22672,20170125,97,109,8
22673,20170126,98,108,10
22674,20170127,99,107,10
22675,20170128,100,106,7
22676,20170129,101,105,1
22677,20170130,102,105,1
22678,20170131,103,104,7
22679,20170201,104,103,4
22680,20170202,105,102,10
22681,20170203,106,101,2
22682,20170204,107,100,3
22683,20170205,108,99,8
22684,20170206,109,98,5
22685,20170207,110,96,3
22686,20170208,111,95,6
22687,20170209,112,94,6
22688,20170210,113,93,7
22689,20170211,114,93,10
22690,20170212,115,92,10
22691,20170213,116,91,2
22692,20170214,117,90,1
22693,20170215,118,89,8
22694,20170216,119,88,7
22695,20170217,120,87,2
22696,20170218,121,86,3
22697,20170219,122,84,10
22698,20170220,123,83,1
22699,20170221,124,82,6
22700,20170222,125,81,2
22701,20170223,126,81,3
22702,20170224,127,80,2
22703,20170225,128,79,2
22704,20170226,129,78,3
22705,20170227,130,77,1
22706,20170228,131,76,4
22707,20170301,132,75,7
22708,20170302,133,74,1
22709,20170303,134,72,3
22710,20170304,135,71,9
22711,20170305,136,70,1
22712,20170306,137,69,5
22713,20170307,138,69,2
22714,20170308,139,68,4
22715,20170309,140,67,10
22716,20170310,141,66,5
22717,20170311,142,65,4
22718,20170312,143,64,8
22719,20170313,144,63,4
22720,20170314,145,62,7
22721,20170315,146,60,3
22722,20170316,147,59,5
22723,20170317,148,58,8
22724,20170318,149,57,6
22725,20170319,150,57,3
22726,20170320,151,56,4
22727,20170321,152,55,10
22728,20170322,153,54,1
22729,20170323,154,53,3
22730,20170324,155,52,5
22731,20170325,156,51,5
22732,20170326,157,49,9
22733,20170327,158,48,10
22734,20170328,159,47,8
22735,20170329,160,46,2
22736,20170330,161,45,7
22737,20170331,162,45,1
22738,20170401,163,44,7
22739,20170402,164,43,8
22740,20170403,165,42,5
22741,20170404,166,41,8
22742,20170405,167,40,4
22743,20170406,168,39,8
22744,20170407,169,38,6
22745,20170408,170,36,9
22746,20170409,171,35,6
22747,20170410,172,34,10
22748,20170411,173,33,7
22749,20170412,174,33,2
22750,20170413,175,32,5
22751,20170414,176,31,7
22752,20170415,177,30,3
22753,20170416,178,29,10
22754,20170417,179,28,1
22755,20170418,180,27,5
22756,20170419,181,26,10
22757,20170420,182,24,1
22758,20170421,183,23,4
22759,20170422,184,22,2
22760,20170423,185,21,1
22761,20170424,186,21,4
22762,20170425,187,20,10
22763,20170426,188,19,10
22764,20170427,189,18,4
22765,20170428,190,17,7
22766,20170429,191,16,10
22767,20170430,192,15,10
22768,20170501,193,14,10
22769,20170502,194,12,2
22770,20170503,195,11,2
22771,20170504,196,10,5
22772,20170505,197,9,2
22773,20170506,198,9,7
22774,20170507,199,8,1
22775,20170508,200,7,5
22776,20170509,201,6,3
22777,20170510,202,5,5
22778,20170511,203,4,2
22779,20170512,204,3,10
22780,20170513,205,2,1
22781,20170514,206,0,9
22782,20170515,207,0,9
22783,20170516,208,119,2
22784,20170517,209,118,5
22785,20170518,210,118,10
22786,20170519,211,117,1
22787,20170520,212,116,4
22788,20170521,213,115,6
22789,20170522,214,114,1
22790,20170523,215,113,1
22791,20170524,216,112,8
22792,20170525,217,110,8
22793,20170526,218,109,7
22794,20170527,219,108,1
22795,20170528,220,107,1
22796,20170529,221,106,9
22797,20170530,222,106,7
22798,20170531,223,105,7
22799,20170601,224,104,9
22800,20170602,225,103,5
22801,20170603,226,102,7
22802,20170604,227,101,1
22803,20170605,228,100,4
22804,20170606,229,99,2
22805,20170607,230,97,6
22806,20170608,231,96,6
22807,20170609,232,95,5
22808,20170610,233,94,3
22809,20170611,234,94,2
22810,20170612,235,93,10
22811,20170613,236,92,6
22812,20170614,237,91,8
22813,20170615,238,90,2
22814,20170616,239,89,4
22815,20170617,240,88,1
22816,20170618,241,87,9
22817,20170619,242,85,8
22818,20170620,243,84,10
